business_id,stars,Alcohol,Ambience_casual,Ambience_classy,BestNights_friday,BestNights_saturday,BikeParking,BusinessAcceptsCreditCards,BusinessParking_lot,BusinessParking_street,Caters,DogsAllowed,DriveThru,GoodForKids,GoodForMeal_breakfast,GoodForMeal_brunch,GoodForMeal_lunch,GoodForMeal_dinner,HappyHour,HasTV,NoiseLevel,OutdoorSeating,RestaurantsDelivery,RestaurantsGoodForGroups,RestaurantsPriceRange2,RestaurantsReservations,RestaurantsTableService,RestaurantsTakeOut,WheelchairAccessible,WiFi
FAmVbvlu58BbpVuJlAUuVw,3.5,1.0,1,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.33,1,0,1,0.33,0,1,1,0,1.0
cvHY1RTAPSoH94ysP2_eyQ,4.0,0.5,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0.33,1,1,0,0.33,0,0,1,0,0.0
nF8Sb_G2PtT9ZHtgGYl69Q,1.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.67,0,1,0,0.0,0,0,1,0,0.0
3h5gvXC5KEILEuSen5TMkA,2.5,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,1,0,0.0
FtY4uxKAXcZDDFUhfOp-lA,2.5,0.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0.33,1,1,0,0.33,1,1,1,1,1.0
bJiUj-jpaSyciyIhBa_DMQ,3.0,1.0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0.0,0,1,1,0.33,1,0,1,0,1.0
7cwo9HROlj6UQFTlZJomlw,2.0,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0.0,0,1,1,0.0,0,0,1,0,1.0
2IDhViaKBSfcxlt9-KzyFg,4.5,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0.33,0,1,1,0.5,0,0,1,0,0.0
u7WJxSJzr5MzEFLoC_4IPw,3.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,1.0
suLbqscI9St5H8BaGZmIyQ,4.0,0.5,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.33,1,0,1,0.33,0,0,1,0,1.0
YN5tPeaskeB842WUiQxTrw,4.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,1,1,0.33,0,1,1,1,1.0
p6ZnCgofyFZRONWQT7k8oQ,3.0,0.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.67,1,1,1,0.0,0,0,1,0,1.0
jmjmGKmSbD5Wm6aE7i5AUA,4.5,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,1,0,0.0
4U0cvpHlcya4paLU2jJHJQ,1.5,1.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0.33,0,1,0,0.33,0,0,1,0,0.0
dU0ZYEZXTtMdDC9XwARtDw,4.0,1.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0.33,0,0,1,0.33,1,1,1,0,0.0
t9RnIkvyRMFi4AgBvEv16A,2.5,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0.33,0,1,1,0.0,0,0,1,0,1.0
Bn89wzlM7Yx0hWWm4sWjKw,2.5,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0.33,1,1,1,0.0,1,0,1,0,0.0
6iqDIQCE8sq7Xq1xvhG1Tg,4.0,1.0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0.33,0,0,1,0.33,1,1,1,0,0.0
IPhNJz_PZQxjTXnC94YdNQ,5.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.5,0,0,0,0,0.0
P5vYYNdfJN8sCTYWIWZgjw,3.5,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.33,0,1,1,0.33,1,1,1,1,1.0
ngOdfJ6lK2eR629ZVj9jvQ,2.5,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0.33,0,1,1,0.33,0,1,1,1,1.0
oY7DhBkPLO9F9DIwg42FKw,2.5,1.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0.0,1,0,1,0.33,1,0,1,0,0.0
IQ-oFWxp1BA9gBjXYdpBcg,4.0,0.0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0.33,0,0,1,0.0,0,0,1,0,0.0
fjZ-Rwcu6x0ha27Z1FEfxQ,4.0,0.0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0.33,0,1,1,0.0,0,0,1,0,1.0
MWmXGQ98KbRo3vsS5nZhMA,3.5,1.0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.67,1,0,1,0.33,1,0,1,0,0.0
KR-Pb1-fxE9TrZijQWH0Qg,4.5,0.0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,1,1,0.0
dD8qp4Ro74EI4DqQl8FFCw,2.5,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0,0,1,0.0,0,0,1,0,0.0
tVxL-Ygzwp8NMuxwvNmWRA,4.0,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.33,0,1,0,0.5,0,0,1,0,0.0
yx32jmqWOQ2ZB3RsRRfRrA,4.5,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
4tROg_S6JJoXY0g24_pjNA,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0,1,1,0.5,1,0,1,0,0.0
Plnxj-bVj4PyOeL3dykGiw,3.5,0.0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0.33,1,1,1,0.33,1,1,1,1,0.5
ptLOmLGPbmq9QH6CXDGRZg,4.5,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0.5,0,0,1,1,0.0
lFYTcfAbaab8jwJRkfjvmg,3.5,0.0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
zUMbBbxlBY0_hbAclEwDmA,4.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.5,0,0,0,0,0.0
ul7RY7S80zD3EpvoYMNyAA,4.0,0.0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0.0,0,1,1,0.0,0,0,1,1,1.0
bYZbahVLtoDwPHf0p-VQrQ,3.5,0.0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.33,0,1,1,0.0,0,0,1,0,1.0
xkTjLbBC7uB-rAIDqAm-sw,4.5,0.0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0.33,1,1,1,0.0,0,0,1,1,0.0
W4l9PZV49TzcaeitK7DFng,4.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.33,1,1,0,0.33,0,0,1,0,1.0
UpvgNvsDWs2-Ys0_vhr6Ew,3.5,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,0,1,0.0,1,0,1,0,1.0
a2ITIJRAY4Eo-xTH0vN95A,2.5,1.0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0.33,0,1,1,0.33,0,1,1,1,0.0
HJe8eEH5qXRjQMAh1VfV_w,4.5,1.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0.33,0,1,1,0.5,1,0,1,0,0.0
ZqDYle4EVIOR5Cfd6l0jWA,4.5,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.33,1,1,0,0.5,0,0,1,0,0.0
QOwO1__d0CrObTc0LKDEbA,4.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
wGbvFI9JBkLB0H0ir_fhRA,4.0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0.33,0,0,1,0.33,1,1,0,0,1.0
DuB7JAFDaR6RUJRLU1Avbw,2.5,0.5,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,1,1,1,0.0,0,0,1,0,0.0
quk1d6aRxJf4amQnf49F9Q,1.5,0.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0.33,1,1,1,0.0,0,0,1,1,0.0
NvMN6SymLONl2N8zm-n4LA,3.0,1.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0.0,0,0,1,0.33,1,1,1,1,1.0
Jzb2IQSwPfULWzdl9Bq5fg,4.5,0.0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0.33,0,0,1,0.33,0,0,1,0,0.0
dNFGbezaxeBR71BdpspKqQ,4.5,0.0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0.33,1,1,0,0.0,0,0,1,1,1.0
2sGHOKjHl5S0iqRDTmNgMQ,3.0,0.0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0.33,1,0,0,0.0,0,0,1,0,1.0
mh0q9Vid4Rv878tKK6RoPg,2.5,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,0.0
-2VYztMXVorktljCdQNPmQ,4.0,0.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0.0,0,1,1,0.33,1,1,1,0,0.0
aQ5DSmc2f2XPB5Iug8CBhg,2.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
h4mVi5rnwnVrBX0dSEzFbQ,3.0,0.0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0.33,1,1,1,0.33,0,0,1,1,1.0
AKQLvWa6TCsoUhZ7OXo4Mw,3.0,0.5,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0.33,1,1,0,0.33,1,1,1,1,1.0
_4VrDSmqabnuqwaQlOI6-w,2.5,0.0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0.67,0,1,1,0.0,0,0,1,0,0.0
q2s15GwZr6NdTH-HtSirsA,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,1,0.5,0,0,0,0,0.0
y6qX5EfymzNEei5Ry45hHQ,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.33,0,0,1,0.0,0,0,1,0,0.0
LCMpkeQWHdCbuX0Nlkmeow,2.0,0.0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0.33,0,1,1,0.0,0,0,0,0,0.0
u8XChTLcpLZV7h8P42LffA,4.0,0.0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0.33,1,0,0,0.5,0,0,1,0,0.0
BJXK4B2N8CLoc__SoDNPjg,4.0,0.0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0.0,1,0,1,0.0,0,0,1,0,0.0
YhpFa_O4An_AcojuoiNvkg,3.5,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0.33,0,0,1,0.33,1,1,1,0,0.0
no8Sj8Eflgka2LFdrYFG_Q,4.5,0.5,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0.33,1,1,1,0.33,0,0,1,1,1.0
Rl42JbSMsmNW3LRjsTMYAg,4.0,0.5,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0.67,1,1,1,0.33,0,0,0,1,0.0
6-tz8gX93UjA8K3ZYUttTA,3.5,1.0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.67,1,0,0,0.0,0,0,0,0,1.0
c7DQU8rHH_GjLdeIvanQmg,3.5,0.5,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0.33,0,1,1,0.33,1,1,1,1,1.0
zQ_niKFi-9Aq2g3KJvot1A,4.5,0.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,0,1,1,0.33,1,0,1,1,0.0
FW7m9xNqEGyhvKZlm-KFQA,4.5,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0.33,0,0,0,0.5,0,0,0,0,0.0
OhTknUVRxFU8YbaiWZkG3w,4.0,0.0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,1,0.33,1,0,1,0.0,0,0,1,1,0.0
Zim2XReIRD23gpQWMnF_mA,1.5,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.33,1,1,0,0.5,1,0,1,0,0.0
iUvmu6k_GyMlIjw67dTweA,3.0,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.33,0,1,1,0.0,0,0,1,0,0.0
kC6C9mqUq_hMUYZZ-5kKWA,4.0,1.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0.33,1,1,1,0.33,0,1,1,1,1.0
W5qWPa1LPo9stvCGeVSRAg,4.5,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.33,0,1,0,0.5,0,0,1,0,0.0
mR-zdKpv2UVr94lRglEu2w,4.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.67,0,0,1,0.0,0,0,1,0,0.0
AKKvvAT--RAWcaAxGmw_KA,4.0,0.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,0,0,1,0.0,0,0,1,0,0.0
bNssht6kNekjlmT5YErBew,4.0,0.0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,0,1,1,0.33,1,1,1,1,0.0
lVI4VnGah8Klp43wbLat6g,2.5,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0.33,0,1,1,0.33,1,0,1,0,1.0
PfDNMteaP9h5U__ipdlDvA,1.5,0.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0.33,1,1,0,0.0,0,0,1,0,0.0
IMVf6UO6PY99_5ToHNOyyw,4.5,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.5,0,1,1,1,1.0
4ivWLNbOQr_s9D5_GGkVkg,4.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,1,1,0,0.0
FYemJOcIynyCPBUDGQj0UQ,3.0,0.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0.33,0,1,0,0.5,0,1,1,1,1.0
mjqsJ6qZjnY77hCi41Xudg,4.5,0.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,1,1.0
UdDZEoDyqsxqeqvghYxDTw,5.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,0,0,0.0,0,1,1,0,1.0
TopanQyFir2nX2h3e55OnA,4.5,0.5,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0.33,1,1,0,0.33,0,1,1,1,0.0
mkplf0D56-CdTd_zMohMcA,3.5,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0.33,1,1,0,0.0,0,0,1,1,1.0
7cr-FYscJgV6rDnV7Wantw,3.5,1.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0.33,1,1,0,0.5,0,1,1,1,1.0
B0Vbec9zFG6J-NbnUgaItA,3.5,1.0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,1,1,0.33,1,1,1,0.33,0,1,1,1,1.0
oCKTM-7LazLVwptMkNNdZQ,5.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.33,0,0,0,0.33,0,0,0,0,1.0
nSHq493WltUlr9cFfS-YJQ,4.0,1.0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0.33,1,0,1,0.67,1,1,0,1,0.0
0bTq4OUo2HkrBPmskqTl5Q,4.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.33,0,0,1,0,0.0
X35j3Upv4pHPiFgEWWx-lA,4.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,0.0
xAFm9garGTlVwegJPStZjQ,2.5,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,1,0,0.0
VIm6KdAPagsXjC1oQWfsWw,1.5,0.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.67,0,1,1,0.0,0,0,0,0,0.5
ssg1fbwkHKTxn4aPl6LJMQ,2.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0,1,0,0.0
QXxe89rymWhK-Bnn1WXvkA,4.5,0.5,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0.0,1,0,1,0.33,0,0,1,0,1.0
Yvft9JHTRTIB2bgs4OZxsA,3.5,1.0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,0.33,0,1,1,0.0,1,0,1,0,0.0
FshR9Ti5XwBOOvwCSVVxxA,3.0,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,0.33,0,0,1,0.33,0,1,1,1,0.0
9EHNFdx0KP7FKAshGKEeGw,3.0,1.0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0.33,1,1,1,0.33,1,1,1,0,0.0
d9i5hq9hIjmp7RN2hsOTzQ,2.0,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,1,0,0.0
y3RXPIuqr5Q0lId1K9Ai2A,1.5,0.0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,0,0,0.0
b6h4zo9Iv_L6XKVpRUqvCg,4.5,1.0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0.33,1,0,1,0.0,0,0,0,0,1.0
LF8AY2hrISeZ-YWxgu1fAg,4.0,1.0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0.33,1,0,1,0.33,1,1,1,1,1.0
Ocp5q7JgqoK4hmfotLc4JQ,3.0,1.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.33,1,0,0,0.33,0,1,1,0,0.0
LgWlFdHfW2ZD8M-2vaMULg,3.5,0.5,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0.33,1,1,1,0.0,0,0,1,0,0.0
AhjA27jLtnm30f3YxI8hKg,3.5,0.5,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0.67,0,1,1,0.33,0,0,1,0,0.0
MlJ5StO3nzSrFjno1wqg9A,2.0,0.0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,1,0,0.0
27zlxlmlQu9KBr5Vj4MGeg,4.5,0.5,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0.33,1,1,1,0.33,0,0,1,1,1.0
q-Xio07v5zlH-8vJfBjwKQ,3.5,0.0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.0,0,0,0,0,1.0
FcKqZpor9OjdTfoWkaGXuA,4.5,1.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.33,0,0,1,0.0,0,1,1,0,0.0
x4o0RXGhFhGRs5oE74q83A,3.5,1.0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0.33,1,1,1,0.33,1,0,1,0,1.0
fZ-e1GjdLjlidJiEENAqUg,4.0,0.0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0.33,1,0,0,0.5,0,0,1,1,1.0
3JMv8ehTvnFvwb6ZwUD12Q,4.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
DnRwivzunXg1PkDtn3sICQ,4.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.33,0,1,0,0.5,0,0,1,0,0.0
MJCKZqLXluoRRYuAT-SOCQ,2.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,0,0,0.0
y3n9Ifww9u5cxZe6oiLbpw,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
zkk9mNwJS7va4l0Dp1HPEw,5.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,1,0,0,0,0.0
GhWF18Fsz3nGC914WPBVVg,4.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,0,0,0.0,0,0,1,0,0.0
wqpTOjsmogJy7syELpUE0g,4.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,1,1,1,0.0,1,1,1,0,0.0
Hx7GFPYqTL6Ws11UJZZwBQ,3.5,0.0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.0,0,0,1,0,1.0
Bv-v7B3Bva_t-sYpNIhzrQ,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,1,0,0.0,0,0,1,0,0.0
t-crW_BzXwXIOoiYQGLIow,3.5,1.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0.33,0,0,1,0.33,1,1,1,1,1.0
c74bQOuVOCkqWsEfkgFUgg,4.0,0.0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0.33,0,0,1,0.0,1,1,1,1,1.0
wgMy0jDY4Qarman4Afb0nA,4.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
XkZVpfDiS_D-xDlqNhVTkg,3.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,1,0,0.33,0,0,1,0,1.0
LvhZtkPwySfwZwAoSrhIsA,4.5,0.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.33,0,0,1,0.5,0,0,1,0,0.0
tHeWQO2G2-HL-XOCuE4h4w,4.0,0.5,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0.0,1,1,1,0.33,1,1,1,1,1.0
qzel6hE-Rvqh1XU19hjRdg,4.0,0.5,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0.0,1,1,1,0.33,0,0,1,1,1.0
1Lth91-7BJuwOZ2kIsf00A,3.5,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33,0,0,0,0.5,0,0,0,0,0.0
XiDhSghC-9Hz19hBlLpbyg,3.5,0.0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0.33,1,0,1,0.0,0,0,1,1,1.0
jugVvW4yAJu92lzv3jun0w,4.0,0.5,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0.33,1,1,1,0.33,0,0,1,0,1.0
DNxnKgOfpoV7nuxXSTAiyg,3.0,1.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0.33,1,0,1,0.0,1,1,1,0,1.0
it3HFWgbN-c9m5QRWCerhA,4.0,0.0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0.33,1,1,1,0.33,0,1,1,0,0.0
K-9N2udmETgPUF0p5C03yQ,4.5,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0,1,0,0.0,0,0,1,0,0.0
hEWLqdYARUZE3Jn4ma5zvQ,2.0,0.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.67,0,1,1,0.0,0,0,1,0,0.0
QAMJIJQ7SMO-C5xUN37iIw,4.5,0.0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0.0,0,1,1,0.0,0,0,1,0,1.0
vFhoShWnCF57iMYCvpMrtA,3.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,0,1,0.33,0,0,1,0,0.0
M4ME5ir-QwnRdM4fhjZtTA,4.5,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.33,0,0,1,1,0.0
2boQ9c5CHafTKaPB7H4flQ,1.5,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,0,0.0
U6y02w21eyeHdaVerguV-w,4.0,0.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0.33,0,0,1,0.33,0,0,1,1,0.0
_wUVeoShcomTE79D9T1goQ,4.5,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0.33,1,0,1,0.33,0,1,1,1,0.0
wF3EdgYbUm6ARXDCzbpUEA,2.5,0.0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0.33,1,1,1,0.33,0,0,1,0,1.0
mmSdrb5S0emz3q4kWcIXzA,2.5,0.0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0.33,1,1,1,0.0,0,0,1,0,0.0
rncZirFO0DmWEz4mUg2NrQ,4.0,0.0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0.33,1,1,1,0.0,0,0,1,0,0.0
DI6eQxYSWVwQgvPCgwxAUw,3.5,0.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0.33,0,1,0,0.5,0,0,1,1,0.0
r8FtW7ofsZW3Jd_bno7bww,4.5,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0.33,0,1,1,0.5,0,0,1,0,0.0
K_VSVOzM49dfPWMwuysSmA,4.5,0.0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0.33,0,0,0,0.0,0,1,1,0,0.0
yqVyAoG2xSk-ekTAJ2tRtg,4.5,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0.5,1,1,1,0,0.0
Bc_Bw3dLw5S5hXM8UCFoqw,3.0,0.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0.33,1,1,1,0.0,0,0,1,0,1.0
